Layers 1 to 93
z (cm)	FLUX 1		FLUX 2		FLUX 3		FLUX 4
354	1.39164E+13	2.16861E+13	5.17618E+12	3.84946E+13
414	2.87101E+13	4.66088E+13	1.11377E+13	7.52355E+13
474	4.27723E+13	6.98726E+13	1.67952E+13	1.14247E+14
534	5.42637E+13	8.88771E+13	2.13760E+13	1.46470E+14
594	6.05472E+13	9.96113E+13	2.39816E+13	1.67211E+14
654	6.24130E+13	1.02809E+14	2.47563E+13	1.74866E+14
714	6.01409E+13	9.92752E+13	2.39256E+13	1.72046E+14
764	5.54120E+13	9.15511E+13	2.20675E+13	1.60567E+14
824	4.91057E+13	8.12998E+13	1.96097E+13	1.44456E+14
884	4.25711E+13	7.05465E+13	1.70200E+13	1.26409E+14
944	3.62614E+13	6.01575E+13	1.45197E+13	1.08636E+14
1004	3.05497E+13	5.07049E+13	1.22402E+13	9.21244E+13
1064	2.54567E+13	4.22644E+13	1.02045E+13	7.72518E+13
1124	2.09857E+13	3.48499E+13	8.41417E+12	6.39833E+13
1184	1.70849E+13	2.83879E+13	6.85141E+12	5.23350E+13
1234	1.37808E+13	2.29238E+13	5.52772E+12	4.24406E+13
1284	1.12446E+13	1.87443E+13	4.50423E+12	3.44198E+13
1324	8.99135E+12	1.49907E+13	3.55061E+12	2.67443E+13
1364	6.34965E+12	1.08140E+13	2.73812E+12	2.30461E+13
1447.7	4.16487E+12	6.85265E+12	1.76634E+12	1.71983E+13
354	1.40056E+13	2.28541E+13	5.38735E+12	3.07371E+13
414	2.93104E+13	4.98275E+13	1.17578E+13	6.04641E+13
474	4.48550E+13	7.62125E+13	1.79724E+13	9.44659E+13
534	5.76053E+13	9.78030E+13	2.30427E+13	1.22593E+14
594	6.46821E+13	1.10076E+14	2.58953E+13	1.40481E+14
654	6.67718E+13	1.13652E+14	2.67214E+13	1.46718E+14
714	6.43446E+13	1.09671E+14	2.57717E+13	1.43768E+14
774	5.92693E+13	1.01042E+14	2.37360E+13	1.33787E+14
834	5.25598E+13	8.97106E+13	2.10693E+13	1.20149E+14
894	4.55793E+13	7.78160E+13	1.82719E+13	1.04991E+14
954	3.88356E+13	6.63382E+13	1.55738E+13	9.01183E+13
1014	3.27117E+13	5.58813E+13	1.31162E+13	7.63170E+13
1074	2.72558E+13	4.65579E+13	1.09265E+13	6.40157E+13
1134	2.24862E+13	3.84100E+13	9.01238E+12	5.29705E+13
1194	1.83027E+13	3.12758E+13	7.33463E+12	4.30623E+13
1254	1.46239E+13	2.50532E+13	5.85698E+12	3.36629E+13
1324	1.11453E+13	1.91309E+13	4.41690E+12	2.51450E+13
1447.7	6.19098E+12	1.02764E+13	2.40252E+12	1.78103E+13
354	1.33812E+13	2.21256E+13	5.22322E+12	2.77506E+13
414	2.82246E+13	4.85547E+13	1.14647E+13	5.49038E+13
474	4.39882E+13	7.52224E+13	1.76968E+13	8.79451E+13
534	5.69804E+13	9.71577E+13	2.28200E+13	1.15342E+14
594	6.42572E+13	1.09723E+14	2.57125E+13	1.32814E+14
654	6.64789E+13	1.13496E+14	2.65762E+13	1.38923E+14
714	6.41327E+13	1.09635E+14	2.56503E+13	1.36153E+14
764	5.91484E+13	1.01123E+14	2.36487E+13	1.26754E+14
