Layers 1 to 93
z (cm)	FLUX 1		FLUX 2		FLUX 3		FLUX 4
824	5.25222E+13	8.98913E+13	2.10135E+13	1.13943E+14
884	4.56053E+13	7.80609E+13	1.82425E+13	9.96595E+13
944	3.89042E+13	6.66205E+13	1.55639E+13	8.56264E+13
1004	3.28052E+13	5.61763E+13	1.31202E+13	7.25683E+13
1064	2.73768E+13	4.68842E+13	1.09459E+13	6.08607E+13
1124	2.26111E+13	3.87156E+13	9.03740E+12	5.04599E+13
1184	1.84001E+13	3.14968E+13	7.35285E+12	4.12216E+13
1244	1.45933E+13	2.49776E+13	5.82720E+12	3.28263E+13
1314	1.09659E+13	1.87480E+13	4.33277E+12	2.48822E+13
1447.7	6.09605E+12	9.94631E+12	2.28892E+12	1.69254E+13
354	1.10006E+13	1.82410E+13	4.39405E+12	2.42638E+13
414	2.36096E+13	4.03248E+13	9.66880E+12	4.92916E+13
474	3.86282E+13	6.44105E+13	1.52493E+13	8.52987E+13
534	5.07995E+13	8.40562E+13	1.98313E+13	1.14498E+14
594	5.75329E+13	9.51873E+13	2.23884E+13	1.32977E+14
654	5.94200E+13	9.83129E+13	2.31037E+13	1.39190E+14
714	5.71162E+13	9.46673E+13	2.22324E+13	1.36076E+14
774	5.24891E+13	8.70697E+13	2.04442E+13	1.26426E+14
834	4.64889E+13	7.72344E+13	1.81342E+13	1.13472E+14
894	4.02762E+13	6.69481E+13	1.57178E+13	9.91550E+13
944	3.42966E+13	5.70492E+13	1.33925E+13	8.51134E+13
1004	2.88680E+13	4.80332E+13	1.12743E+13	7.20691E+13
1064	2.40340E+13	4.00015E+13	9.38680E+12	6.03370E+13
1124	1.97858E+13	3.29326E+13	7.72736E+12	4.98884E+13
1184	1.60596E+13	2.67282E+13	6.27185E+12	4.06561E+13
1254	1.27455E+13	2.12212E+13	4.97349E+12	3.23668E+13
1314	9.66283E+12	1.60824E+13	3.73379E+12	2.46673E+13
1447.7	5.53363E+12	8.96383E+12	2.10854E+12	1.72218E+13
354	8.21990E+12	1.39439E+13	3.63014E+12	2.27561E+13
414	1.78077E+13	3.07779E+13	7.94598E+12	4.79450E+13
474	3.02859E+13	5.02640E+13	1.26821E+13	9.16307E+13
534	4.02125E+13	6.60522E+13	1.65937E+13	1.25438E+14
594	4.56714E+13	7.49706E+13	1.87743E+13	1.47076E+14
654	4.71237E+13	7.74071E+13	1.93697E+13	1.54207E+14
714	4.51982E+13	7.43909E+13	1.86074E+13	1.50702E+14
774	4.14584E+13	6.83596E+13	1.71037E+13	1.39978E+14
834	3.66599E+13	6.05912E+13	1.51738E+13	1.25611E+14
894	3.17080E+13	5.24736E+13	1.31471E+13	1.09767E+14
944	2.69624E+13	4.46775E+13	1.11995E+13	9.42033E+13
1004	2.26720E+13	3.75971E+13	9.42685E+12	7.97506E+13
1064	1.88728E+13	3.13159E+13	7.85357E+12	6.67766E+13
1124	1.55677E+13	2.58418E+13	6.48027E+12	5.52716E+13
1184	1.26645E+13	2.10268E+13	5.27420E+12	4.51301E+13
1244	1.02050E+13	1.69485E+13	4.24168E+12	3.61693E+13
1294	8.16544E+12	1.35522E+13	3.36691E+12	2.85081E+13
1344	6.36533E+12	1.06149E+13	2.64713E+12	2.28082E+13
1447.7	3.73942E+12	6.26554E+12	1.65848E+12	1.68466E+13

! NEW BLOCKS
